report_number,categories,primary_category,confidence,ai_specific
3008973940-2025-08943,F,F,medium,False
3008973940-2025-08944,"B,G",B,high,True
3008973940-2025-08947,F,F,high,False
3008973940-2025-08948,B,B,high,False
3008973940-2025-08949,F,F,high,False
3008973940-2025-08950,B,B,high,False
3008973940-2025-08951,B,B,high,False
3008973940-2025-08952,"B,D",B,high,True
3008973940-2025-08954,F,F,high,False
3008973940-2025-08955,B,B,high,False
3008973940-2025-08956,B,B,high,False
3008973940-2025-08964,F,F,high,False
3008973940-2025-08966,F,F,high,False
3008973940-2025-08967,U,U,high,False
3008973940-2025-08970,U,U,high,False
3008973940-2025-08974,B,B,high,False
3008973940-2025-08975,B,B,high,False
3008973940-2025-08976,E,E,medium,False
3008973940-2025-08978,F,F,medium,False
3008973940-2025-08979,U,U,high,False
3008973940-2025-08981,"B,E",B,high,False
3008973940-2025-08983,U,U,high,False
3008973940-2025-08986,"B,G",B,high,True
3008973940-2025-08988,"D,E,G",D,high,False
3008973940-2025-08989,"D,E,G",D,high,False
3008973940-2025-08990,"E,D,G",E,high,False
3008973940-2025-08991,D,D,medium,False
3008973940-2025-08992,B,B,high,False
3008973940-2025-08993,B,B,high,False
3008973940-2025-08994,F,F,medium,False
3008973940-2025-08995,F,F,medium,False
3008973940-2025-08996,U,U,high,False
3008973940-2025-09004,B,B,high,False
3008973940-2025-09006,B,B,high,False
3008973940-2025-09007,B,B,high,False
3008973940-2025-09008,F,F,medium,False
3008973940-2025-09009,B,B,high,False
3008973940-2025-09010,B,B,high,False
3008973940-2025-09011,B,B,high,False
3008973940-2025-09020,B,B,high,False
3008973940-2025-09021,"B,C",B,high,True
3008973940-2025-09022,F,F,medium,False
3008973940-2025-09023,B,B,medium,False
3008973940-2025-09024,B,B,high,False
3008973940-2025-09025,"B,G",B,high,True
3008973940-2025-09027,B,B,high,False
3008973940-2025-09029,B,B,high,False
3008973940-2025-09030,F,F,medium,False
3008973940-2025-09031,"B,G",B,high,True
3008973940-2025-09032,B,B,high,False
3008973940-2025-09033,B,B,high,False
3008973940-2025-09034,U,U,high,False
3008973940-2025-09035,"B,G",B,high,True
3008973940-2025-09036,F,F,high,False
3008973940-2025-09037,F,F,high,False
3008973940-2025-09044,B,B,medium,False
3008973940-2025-09045,"B,E",B,high,False
3008973940-2025-09046,U,U,high,False
3008973940-2025-09047,F,F,high,False
3008973940-2025-09050,B,B,high,False
3008973940-2025-09051,B,B,medium,False
3008973940-2025-09052,B,B,high,False
3008973940-2025-09053,F,F,medium,False
3008973940-2025-09055,B,B,high,False
3008973940-2025-09058,"B,G",B,high,False
3008973940-2025-09060,B,B,high,False
3008973940-2025-09061,F,F,high,False
3008973940-2025-09062,U,U,high,False
3008973940-2025-09063,B,B,high,False
3008973940-2025-09064,B,B,high,False
3008973940-2025-09065,B,B,high,False
3008973940-2025-09066,B,B,high,False
3008973940-2025-09067,B,B,high,False
3008973940-2025-09070,"B,G",B,high,True
3008973940-2025-09072,B,B,high,True
3008973940-2025-09073,B,B,high,False
3008973940-2025-09074,B,B,high,False
3008973940-2025-09077,B,B,high,False
3008973940-2025-09079,"B,G",B,high,True
3008973940-2025-09082,B,B,high,False
3008973940-2025-09083,B,B,medium,False
3008973940-2025-09090,B,B,high,False
3008973940-2025-09092,"B,E",B,high,True
3008973940-2025-09093,B,B,high,False
3008973940-2025-09104,B,B,high,False
3008973940-2025-09114,B,B,high,True
3008973940-2025-09115,U,U,high,False
3008973940-2025-09116,B,B,high,True
3008973940-2025-09117,B,B,high,False
3008973940-2025-09118,B,B,high,False
3008973940-2025-09119,B,B,high,False
3008973940-2025-09120,F,F,high,False
3008973940-2025-09121,E,E,medium,False
3008973940-2025-09123,U,U,high,False
3008973940-2025-09140,B,B,high,False
3008973940-2025-09141,F,F,medium,False
3008973940-2025-09142,B,B,high,False
3008973940-2025-09143,U,U,high,False
3008973940-2025-09144,U,U,high,False
3008973940-2025-09147,"B,G",B,high,True
3008973940-2025-09161,B,B,high,False
3008973940-2025-09167,F,F,medium,False
3008973940-2025-09168,"B,E",B,high,True
3008973940-2025-09169,U,U,high,False
3008973940-2025-09172,B,B,high,False
3008973940-2025-09174,B,B,high,False
3008973940-2025-09175,F,F,medium,False
3008973940-2025-09177,B,B,high,True
3008973940-2025-09178,B,B,high,False
3008973940-2025-09179,B,B,high,False
3008973940-2025-09180,B,B,high,False
3008973940-2025-09181,"F,G",F,high,False
3008973940-2025-09183,E,E,high,False
3008973940-2025-09185,B,B,high,False
3008973940-2025-09195,B,B,high,False
3008973940-2025-09201,F,F,high,False
3008973940-2025-09211,B,B,high,False
3008973940-2025-09214,F,F,medium,False
3008973940-2025-09215,B,B,high,False
3008973940-2025-09216,B,B,high,False
3008973940-2025-09217,F,F,medium,False
3008973940-2025-09218,U,U,high,False
3008973940-2025-09219,U,U,high,False
3008973940-2025-09220,B,B,high,False
3008973940-2025-09223,B,B,high,False
3008973940-2025-09227,U,U,high,False
3008973940-2025-09234,B,B,high,False
3008973940-2025-09232,B,B,high,False
3008973940-2025-09230,B,B,high,False
3008973940-2025-09231,F,F,medium,False
3008973940-2025-09233,B,B,high,False
3008973940-2025-09235,"F,G",F,medium,False
3008973940-2025-09236,U,U,high,False
3008973940-2025-09237,"B,G",B,high,True
3008973940-2025-09244,B,B,high,False
3008973940-2025-09240,F,F,high,False
3008973940-2025-09238,B,B,high,False
3008973940-2025-09243,B,B,high,False
3008973940-2025-09241,B,B,high,False
3008973940-2025-09245,B,B,high,False
3008973940-2025-09247,F,F,medium,False
3008973940-2025-09249,B,B,high,False
3008973940-2025-09255,B,B,high,False
3008973940-2025-09258,B,B,high,False
3008973940-2025-09259,B,B,high,False
3008973940-2025-09257,U,U,high,False
3008973940-2025-09266,B,B,high,False
3008973940-2025-09267,B,B,high,False
3008973940-2025-09285,"B,G",B,high,True
3008973940-2025-09294,G,G,high,False
3008973940-2025-09300,F,F,high,False
3008973940-2025-09304,"A,B",A,high,False
3008973940-2025-09305,"A,B",A,medium,True
3008973940-2025-09306,"A,B",A,high,False
3008973940-2025-09308,"A,B",A,medium,True
3008973940-2025-09320,U,U,high,False
3008973940-2025-09324,"B,G",B,high,True
3008973940-2025-09327,B,B,high,False
3008973940-2025-09340,B,B,high,True
3008973940-2025-09341,"B,G",B,high,True
3008973940-2025-09342,B,B,high,False
3008973940-2025-09343,B,B,high,False
3008973940-2025-09344,B,B,high,False
3008973940-2025-09352,A,A,high,False
3008973940-2025-09353,B,B,high,False
3008973940-2025-09357,"A,B,G",B,high,True
3008973940-2025-09358,B,B,high,False
3008973940-2025-09359,"A,B",A,high,True
3008973940-2025-09361,"A,B",B,high,True
3008973940-2025-09362,"A,B",B,high,True
3008973940-2025-09363,"A,B",A,high,True
3008973940-2025-09365,"A,B",B,high,True
3008973940-2025-09366,F,F,high,False
3008973940-2025-09367,"A,B",B,high,True
3008973940-2025-09369,A,A,high,False
3008973940-2025-09371,"A,B",A,high,True
3008973940-2025-09372,"A,B",B,high,True
3008973940-2025-09373,"A,B",B,high,True
3008973940-2025-09383,U,U,high,False
3008973940-2025-09397,B,B,high,False
3008973940-2025-09399,"B,G",B,high,True
3008973940-2025-09404,B,B,medium,False
3008973940-2025-09406,B,B,high,False
3008973940-2025-09408,"B,G",B,high,True
3008973940-2025-09409,B,B,high,False
3008973940-2025-09410,B,B,high,False
3008973940-2025-09413,"B,F",B,medium,False
3008973940-2025-09414,U,U,high,False
2182208-2025-12564,"G,U",G,medium,False
2182208-2025-12565,U,U,high,False
3008973940-2025-09424,U,U,high,False
3008973940-2025-09425,"B,E",B,high,False
3008973940-2025-09427,"B,G",B,high,True
3008973940-2025-09432,F,F,medium,False
3008973940-2025-09433,B,B,high,False
3008973940-2025-09435,B,B,high,False
3008973940-2025-09437,B,B,high,False
3008973940-2025-09438,F,F,high,False
3008973940-2025-09439,B,B,high,False
3008973940-2025-09441,U,U,high,False
3008973940-2025-09442,"B,G",B,high,True
3008973940-2025-09445,B,B,high,True
3008973940-2025-09447,B,B,high,False
3008973940-2025-09448,F,F,medium,False
3008973940-2025-09449,B,B,high,False
3008973940-2025-09451,B,B,high,False
3008973940-2025-09467,B,B,high,False
3008973940-2025-09469,F,F,high,False
3008973940-2025-09470,F,F,medium,False
3008973940-2025-09472,"F,G",F,high,False
3008973940-2025-09480,B,B,high,False
3008973940-2025-09496,"B,G",B,high,True
3008973940-2025-09511,G,G,high,False
3008973940-2025-09513,"B,G",B,high,True
3008973940-2025-09526,"B,G",B,high,True
3008973940-2025-09531,B,B,high,False
3008973940-2025-09545,F,F,medium,False
3008973940-2025-09546,F,F,high,False
2182208-2025-13117,"B,U",B,medium,True
3008973940-2025-09563,B,B,high,False
3008973940-2025-09570,F,F,high,False
3008973940-2025-09571,B,B,high,False
3008973940-2025-09576,U,U,high,False
3008973940-2025-09580,F,F,high,False
3008973940-2025-09601,U,U,high,False
3008973940-2025-09603,B,B,high,False
3008973940-2025-09609,"D,G",D,high,True
3008973940-2025-09613,F,F,medium,False
3008973940-2025-09619,B,B,high,False
3008973940-2025-09622,G,G,high,False
3008973940-2025-09623,"B,G",B,high,True
3008973940-2025-09651,U,U,high,False
3008973940-2025-09652,U,U,high,False
3008973940-2025-09653,B,B,high,False
3008973940-2025-09654,"B,G",B,high,True
3008973940-2025-09655,B,B,high,False
3008973940-2025-09658,U,U,high,False
3008973940-2025-09659,B,B,high,False
3008973940-2025-09660,B,B,high,False
3008973940-2025-09674,F,F,medium,False
3008973940-2025-09675,U,U,high,False
3008973940-2025-09690,B,B,high,False
3008973940-2025-09692,"B,G",B,high,True
2182208-2025-13819,"B,G",B,high,True
3008973940-2025-09726,F,F,medium,False
3008973940-2025-09728,"B,G",B,high,True
3008973940-2025-09730,B,B,high,False
3008973940-2025-09731,B,B,medium,False
23921473,"B,C,G",B,high,True
3008973940-2026-00025,F,F,high,False
3008973940-2026-00034,"B,G",B,high,True
3008973940-2026-00035,"B,G",B,high,True
3008973940-2026-00047,F,F,medium,False
3008973940-2026-00049,F,F,high,False
3008973940-2026-00052,B,B,high,False
3008973940-2026-00053,B,B,high,False
3008973940-2026-00067,F,F,high,False
3008973940-2026-00082,B,B,high,False
3008973940-2026-00084,"B,G",B,high,True
3008973940-2026-00092,U,U,high,False
3008973940-2026-00102,B,B,medium,False
2182208-2026-00103,"B,C,G",B,high,True
3008973940-2026-00109,F,F,high,False
3008973940-2026-00110,F,F,high,False
3008973940-2026-00112,A,A,medium,False
23988471,"E,G",E,high,False
3008973940-2026-00114,D,D,high,False
3008973940-2026-00125,"B,G",B,high,True
3008973940-2026-00127,B,B,high,False
3008973940-2026-00128,B,B,medium,False
3008973940-2026-00129,F,F,medium,False
3008973940-2026-00134,B,B,high,False
3008973940-2026-00135,B,B,high,False
3008973940-2026-00137,B,B,high,False
3008973940-2026-00140,B,B,high,False
3008973940-2026-00141,B,B,high,False
3008973940-2026-00148,"B,E",B,high,True
3008973940-2026-00149,B,B,high,False
3008973940-2026-00150,B,B,high,False
3008973940-2026-00158,F,F,high,False
3008973940-2026-00159,"B,G",B,high,True
3008973940-2026-00161,B,B,high,False
3008973940-2026-00163,B,B,medium,False
3008973940-2026-00167,B,B,high,False
3008973940-2026-00168,B,B,high,False
3008973940-2026-00171,B,B,high,True
3008973940-2026-00173,E,E,medium,False
3008973940-2026-00174,U,U,high,False
3008973940-2026-00175,E,E,medium,False
3008973940-2026-00176,B,B,high,False
3008973940-2026-00182,F,F,high,False
3008973940-2026-00189,B,B,high,False
3008973940-2026-00190,B,B,high,False
3008973940-2026-00195,B,B,high,False
3008973940-2026-00196,B,B,high,False
3008973940-2026-00198,B,B,high,False
3008973940-2026-00201,B,B,high,False
3008973940-2026-00204,F,F,medium,False
3008973940-2026-00203,F,F,medium,False
3008973940-2026-00209,U,U,high,False
3008973940-2026-00211,F,F,high,False
2182208-2026-00277,U,U,high,False
3008973940-2026-00222,B,B,high,False
2182208-2026-00302,"B,D,C",B,high,True
3008973940-2026-00229,B,B,high,False
3008973940-2026-00232,B,B,medium,False
3008973940-2026-00237,B,B,high,True
3008973940-2026-00238,B,B,medium,False
3008973940-2026-00241,B,B,high,False
3008973940-2026-00243,B,B,high,True
3008973940-2026-00248,F,F,medium,False
3008973940-2026-00251,B,B,high,True
3008973940-2026-00252,B,B,high,False
3008973940-2026-00253,G,G,high,False
3008973940-2026-00254,"B,G",B,high,True
3008973940-2026-00263,"B,G",B,high,True
3008973940-2026-00264,U,U,high,False
3008973940-2026-00265,U,U,high,False
3008973940-2026-00266,B,B,high,False
3008973940-2026-00267,B,B,high,False
3008973940-2026-00268,F,F,high,False
3008973940-2026-00269,F,F,medium,False
3008973940-2026-00270,B,B,high,False
3008973940-2026-00274,E,E,medium,False
3008973940-2026-00277,B,B,high,False
3008973940-2026-00279,E,E,medium,False
3008973940-2026-00289,F,F,high,False
3008973940-2026-00292,B,B,high,True
3008973940-2026-00293,B,B,high,False
3008973940-2026-00302,G,G,high,False
3008973940-2026-00304,B,B,high,False
3008973940-2026-00306,B,B,high,False
3008973940-2026-00307,F,F,medium,False
3008973940-2026-00312,B,B,high,False
3008973940-2026-00317,F,F,high,False
3008973940-2026-00320,F,F,medium,False
3008973940-2026-00321,B,B,high,False
3008973940-2026-00322,U,U,high,False
3008973940-2026-00335,B,B,high,False
3008973940-2026-00336,"A,B",B,high,True
3008973940-2026-00337,B,B,high,False
3008973940-2026-00338,B,B,high,False
3008973940-2026-00340,U,U,high,False
3008973940-2026-00357,F,F,medium,False
3008973940-2026-00363,F,F,high,False
3008973940-2026-00366,"A,B",B,high,True
3008973940-2026-00367,"A,B",B,high,True
3008973940-2026-00369,A,A,high,False
3008973940-2026-00368,"A,B",B,high,True
3008973940-2026-00370,A,A,high,False
3008973940-2026-00378,"B,G",B,high,True
3008973940-2026-00382,F,F,medium,False
3008973940-2026-00386,"A,B",B,high,True
3008973940-2026-00387,A,A,medium,False
3008973940-2026-00388,A,A,medium,False
3008973940-2026-00389,A,A,medium,False
3008973940-2026-00390,A,A,high,False
3008973940-2026-00391,A,A,high,False
3008973940-2026-00392,"A,B",A,high,True
3008973940-2026-00393,A,A,high,False
3008973940-2026-00394,A,A,high,False
3008973940-2026-00396,"A,B",A,high,True
3008973940-2026-00397,A,A,high,False
3008973940-2026-00398,"A,B",B,high,True
3008973940-2026-00399,A,A,medium,False
3008973940-2026-00400,"A,B",B,high,True
3008973940-2026-00401,B,B,high,False
3008973940-2026-00408,U,U,high,False
3008973940-2026-00409,B,B,medium,False
3008973940-2026-00410,F,F,medium,False
3008973940-2026-00411,B,B,high,False
3008973940-2026-00412,B,B,high,False
3008973940-2026-00413,B,B,high,False
3008973940-2026-00414,F,F,medium,False
3008973940-2026-00415,"F,G",F,high,False
3008973940-2026-00421,B,B,high,False
3008973940-2026-00422,F,F,high,False
3008973940-2026-00425,U,U,high,False
3008973940-2026-00426,E,E,high,False
3008973940-2026-00436,G,G,medium,False
3008973940-2026-00438,B,B,high,False
3008973940-2026-00439,F,F,medium,False
3008973940-2026-00451,B,B,high,False
3008973940-2026-00452,F,F,high,False
3008973940-2026-00453,B,B,high,False
3008973940-2026-00454,B,B,high,False
3008973940-2026-00455,B,B,high,False
3008973940-2026-00456,B,B,high,False
3008973940-2026-00459,D,D,medium,False
3008973940-2026-00460,E,E,medium,False
3008973940-2026-00465,"B,G",B,high,True
3008973940-2026-00466,B,B,high,False
3008973940-2026-00467,B,B,high,False
3008973940-2026-00470,B,B,high,False
3008973940-2026-00471,B,B,high,False
3008973940-2026-00473,B,B,high,False
3008973940-2026-00478,F,F,medium,False
3008973940-2026-00479,B,B,high,False
3008973940-2026-00480,B,B,high,False
3008973940-2026-00481,B,B,high,False
3008973940-2026-00483,B,B,high,False
3008973940-2026-00487,B,B,high,False
3008973940-2026-00488,F,F,medium,False
3008973940-2026-00489,B,B,high,False
3008973940-2026-00493,F,F,medium,False
3008973940-2026-00513,F,F,medium,False
3008973940-2026-00514,F,F,medium,False
3008973940-2026-00517,B,B,high,False
3008973940-2026-00519,F,F,medium,False
3008973940-2026-00520,F,F,high,False
3008973940-2026-00522,F,F,high,False
3008973940-2026-00525,F,F,high,False
3008973940-2026-00528,"E,F",E,high,False
3008973940-2026-00529,B,B,high,False
3008973940-2026-00533,B,B,high,False
3008973940-2026-00534,U,U,high,False
3008973940-2026-00546,B,B,high,False
3008973940-2026-00549,B,B,high,False
3008973940-2026-00553,B,B,high,False
3008973940-2026-00554,B,B,high,False
3008973940-2026-00555,B,B,high,False
3008973940-2026-00559,B,B,high,False
3008973940-2026-00560,"B,G",B,high,True
3008973940-2026-00566,F,F,medium,False
3008973940-2026-00569,F,F,high,False
3008973940-2026-00586,U,U,high,False
3008973940-2026-00587,"B,G",B,high,True
3008973940-2026-00590,B,B,high,True
3008973940-2026-00592,B,B,high,False
3008973940-2026-00593,B,B,high,False
3008973940-2026-00594,B,B,high,False
3008973940-2026-00595,B,B,high,False
3008973940-2026-00596,B,B,high,False
3008973940-2026-00597,"B,C",B,high,True
3008973940-2026-00598,"B,G",B,high,True
3008973940-2026-00618,B,B,high,False
3008973940-2026-00627,B,B,medium,True
3008973940-2026-00629,B,B,high,False
3008973940-2026-00633,F,F,medium,False
3008973940-2026-00635,F,F,high,False
3008973940-2026-00636,B,B,high,True
3008973940-2026-00637,B,B,high,True
3008973940-2026-00646,U,U,high,False
3008973940-2026-00648,B,B,high,False
3008973940-2026-00651,F,F,medium,False
3008973940-2026-00652,E,E,high,False
3008973940-2026-00653,F,F,medium,False
3008973940-2026-00654,"B,G",B,high,True
3008973940-2026-00664,B,B,high,False
3008973940-2026-00665,U,U,high,False
3008973940-2026-00669,U,U,high,False
3008973940-2026-00670,"G,F",F,high,False
3008973940-2026-00671,U,U,high,False
3008973940-2026-00672,F,F,high,False
3008973940-2026-00673,"B,C",B,high,True
3008973940-2026-00676,U,U,high,False
3008973940-2026-00678,B,B,high,False
3008973940-2026-00681,B,B,high,False
3008973940-2026-00684,F,F,high,False
3008973940-2026-00686,B,B,high,False
3008973940-2026-00687,"F,G",F,medium,False
3008973940-2026-00688,B,B,high,False
3008973940-2026-00708,"F,G",F,high,False
3008973940-2026-00709,"B,G",B,high,True
3008973940-2026-00714,B,B,high,False
3008973940-2026-00717,B,B,high,False
3008973940-2026-00721,B,B,high,False
3008973940-2026-00722,U,U,high,False
2182208-2026-01572,"B,D,G",B,high,True
MW5183124,F,F,high,False
3008973940-2026-00748,F,F,medium,False
3008973940-2026-00750,F,F,high,False
3008973940-2026-00755,B,B,high,False
3008973940-2026-00759,U,U,high,False
3008973940-2026-00760,U,U,high,False
3008973940-2026-00784,U,U,high,False
3008973940-2026-00787,B,B,high,False
3008973940-2026-00788,B,B,high,False
3008973940-2026-00789,B,B,high,True
3008973940-2026-00792,F,F,medium,False
3008973940-2026-00794,U,U,high,False
3008973940-2026-00795,F,F,medium,False
3008973940-2026-00807,B,B,high,False
3008973940-2026-00818,B,B,high,False
3008973940-2026-00822,B,B,high,False
3008973940-2026-00823,B,B,high,False
3008973940-2026-00824,F,F,medium,False
3008973940-2026-00825,B,B,high,False
3008973940-2026-00827,B,B,high,False
3008973940-2026-00828,F,F,high,False
3008973940-2026-00829,B,B,high,False
3008973940-2026-00832,B,B,high,False
3008973940-2026-00836,B,B,high,False
3008973940-2026-00838,B,B,high,False
3008973940-2026-00839,B,B,high,False
3008973940-2026-00847,"D,G",D,high,False
3008973940-2026-00855,F,F,medium,False
3008973940-2026-00863,"G,F",F,high,False
3008973940-2026-00868,F,F,medium,False
3008973940-2026-00869,B,B,high,False
3008973940-2026-00870,U,U,high,False
3008973940-2026-00871,B,B,high,False
3008973940-2026-00873,U,U,high,False
3008973940-2026-00876,B,B,high,True
3008973940-2026-00877,F,F,high,False
3008973940-2026-00891,B,B,high,False
3008973940-2026-00892,B,B,high,False
3008973940-2026-00895,F,F,medium,False
3008973940-2026-00910,E,E,medium,False
3008973940-2026-00911,F,F,high,False
3008973940-2026-00913,B,B,high,False
3008973940-2026-00915,B,B,high,False
3008973940-2026-00916,F,F,medium,False
3008973940-2026-00917,B,B,high,False
3008973940-2026-00918,B,B,medium,False
3008973940-2026-00919,F,F,high,False
3008973940-2026-00920,B,B,high,False
3008973940-2026-00927,"B,A",B,high,True
3008973940-2026-00928,B,B,high,False
3008973940-2026-00933,"B,U",B,medium,True
3008973940-2026-00934,"B,G",B,high,True
3008973940-2026-00936,"B,G",B,high,True
3008973940-2026-00941,"B,G",B,high,True
3008973940-2026-00942,B,B,high,False
3008973940-2026-00943,B,B,high,False
3008973940-2026-00947,B,B,high,False
3008973940-2026-00949,"B,G",B,high,True
3008973940-2026-00950,B,B,medium,False
3008973940-2026-00952,B,B,high,False
3008973940-2026-00953,B,B,high,False
3008973940-2026-00954,B,B,high,False
3008973940-2026-00957,"B,E",B,high,True
3008973940-2026-00958,"B,G",B,high,True
3008973940-2026-00962,U,U,high,False
3008973940-2026-00965,"B,C",B,high,True
3008973940-2026-00966,U,U,high,False
3008973940-2026-00967,B,B,high,False
3008973940-2026-00985,G,G,high,False
3008973940-2026-00986,"B,G",B,high,True
3008973940-2026-00987,F,F,high,False
3008973940-2026-00989,F,F,high,False
3008973940-2026-00990,"F,G",F,high,False
3008973940-2026-00991,U,U,high,False
3008973940-2026-01020,B,B,medium,False
3008973940-2026-01021,B,B,high,False
3008973940-2026-01024,U,U,high,False
3008973940-2026-01026,"B,G",B,high,True
3008973940-2026-01027,B,B,high,False
3008973940-2026-01028,B,B,medium,False
3008973940-2026-01029,F,F,medium,False
3008973940-2026-01031,F,F,medium,False
3008973940-2026-01032,U,U,high,False
3008973940-2026-01039,F,F,medium,False
3008973940-2026-01052,B,B,high,False
3008973940-2026-01053,"B,G",B,high,True
3008973940-2026-01055,G,G,high,False
3008973940-2026-01060,F,F,high,False
3008973940-2026-01074,F,F,high,False
3008973940-2026-01077,U,U,high,False
3008973940-2026-01079,A,A,medium,False
3008973940-2026-01082,B,B,high,False
3008973940-2026-01090,U,U,high,False
3008973940-2026-01091,F,F,medium,False
3008973940-2026-01092,F,F,high,False
3008973940-2026-01098,B,B,high,False
3008973940-2026-01099,F,F,medium,False
3008973940-2026-01100,B,B,medium,True
3008973940-2026-01136,B,B,high,False
3008973940-2026-01140,"A,B",B,high,True
3008973940-2026-01142,"B,E",B,high,True
3008973940-2026-01144,B,B,high,False
3008973940-2026-01145,B,B,high,False
3008973940-2026-01146,"D,B",D,medium,False
3008973940-2026-01150,B,B,high,False
3008973940-2026-01157,A,A,medium,False
3008973940-2026-01158,A,A,high,False
3008973940-2026-01160,A,A,high,False
3008973940-2026-01163,"A,B",B,high,True
3008973940-2026-01164,A,A,medium,False
3008973940-2026-01166,"A,B",B,high,True
3008973940-2026-01168,"A,B",A,high,True
3008973940-2026-01169,"A,B",B,high,True
3008973940-2026-01171,A,A,medium,False
3008973940-2026-01173,A,A,medium,False
3008973940-2026-01174,A,A,high,False
3008973940-2026-01175,A,A,medium,False
3008973940-2026-01176,"A,B",B,high,True
3008973940-2026-01177,"A,B",A,high,False
3008973940-2026-01178,A,A,medium,False
3008973940-2026-01179,A,A,high,False
3008973940-2026-01180,"A,B",B,high,True
3008973940-2026-01181,A,A,medium,False
3008973940-2026-01182,A,A,high,False
3008973940-2026-01184,"A,B",A,high,True
3008973940-2026-01185,A,A,medium,False
3008973940-2026-01229,A,A,high,False
3008973940-2026-01242,B,B,high,False
3008973940-2026-01245,B,B,high,True
3008973940-2026-01246,F,F,medium,False
3008973940-2026-01251,"B,G",B,high,True
3008973940-2026-01269,"B,G",B,high,True
3008973940-2026-01273,B,B,high,False
3008973940-2026-01275,F,F,high,False
3008973940-2026-01279,G,G,medium,False
3008973940-2026-01281,B,B,high,False
3008973940-2026-01283,B,B,high,False
3008973940-2026-01286,B,B,high,False
3008973940-2026-01288,B,B,high,False
3008973940-2026-01289,"B,C",B,high,True
3008973940-2026-01293,B,B,high,False
3008973940-2026-01296,F,F,medium,False
3008973940-2026-01297,B,B,high,True
3008973940-2026-01300,B,B,high,True
3008973940-2026-01302,F,F,medium,False
3008973940-2026-01309,U,U,high,False
3008973940-2026-01313,B,B,high,False
3008973940-2026-01332,B,B,high,True
3008973940-2026-01333,F,F,medium,False
3008973940-2026-01336,F,F,high,False
3008973940-2026-01337,B,B,high,False
3008973940-2026-01338,B,B,high,False
3008973940-2026-01347,B,B,high,False
3008973940-2026-01348,"B,G",B,high,False
3008973940-2026-01349,B,B,medium,False
3008973940-2026-01355,F,F,medium,False
3008973940-2026-01356,F,F,high,False
3008973940-2026-01357,B,B,high,False
3008973940-2026-01362,"B,G",B,high,True
3008973940-2026-01363,B,B,high,False
3008973940-2026-01365,"A,B,G",B,high,True
3008973940-2026-01366,B,B,high,True
3008973940-2026-01367,B,B,high,False
3008973940-2026-01385,"D,G",D,medium,False
3008973940-2026-01387,"A,B",B,high,True
3008973940-2026-01388,B,B,high,True
3008973940-2026-01389,B,B,high,False
3008973940-2026-01390,B,B,high,False
3008973940-2026-01391,B,B,high,False
3008973940-2026-01406,B,B,high,False
3008973940-2026-01412,U,U,high,False
3008973940-2026-01420,"B,G",B,high,True
3008973940-2026-01421,U,U,high,False
3008973940-2026-01423,B,B,high,True
3008973940-2026-01424,U,U,high,False
3008973940-2026-01427,F,F,medium,False
3008973940-2026-01428,F,F,high,False
3008973940-2026-01431,"B,A",B,high,True
3008973940-2026-01433,B,B,high,False
3008973940-2026-01437,"B,G",B,high,False
3008973940-2026-01439,B,B,high,False
3008973940-2026-01440,B,B,high,False
3008973940-2026-01442,F,F,high,False
3008973940-2026-01449,F,F,high,False
3008973940-2026-01453,B,B,medium,True
3008973940-2026-01454,B,B,high,False
3008973940-2026-01451,B,B,high,False
3008973940-2026-01460,"B,G",B,high,True
3008973940-2026-01466,"B,G",B,high,True
3008973940-2026-01467,B,B,high,False
3008973940-2026-01468,B,B,high,False
3008973940-2026-01469,B,B,high,False
3008973940-2026-01479,F,F,high,False
3008973940-2026-01480,F,F,medium,False
3008973940-2026-01481,F,F,high,False
3008973940-2026-01485,B,B,high,False
3008973940-2026-01486,"B,G",B,high,True
3008973940-2026-01488,"F,G",F,high,False
3008973940-2026-01490,U,U,high,False
3008973940-2026-01492,B,B,high,False
3008973940-2026-01493,F,F,high,False
3008973940-2026-01495,B,B,high,False
3008973940-2026-01503,B,B,high,False
3008973940-2026-01505,B,B,high,False
3008973940-2026-01506,F,F,medium,False
3008973940-2026-01510,G,G,medium,False
3008973940-2026-01517,B,B,medium,True
3008973940-2026-01518,F,F,high,False
2182208-2026-06470,"B,G",B,high,True
3008973940-2026-01528,B,B,high,False
3008973940-2026-01531,F,F,high,False
3008973940-2026-01511,B,B,high,False
3008973940-2026-01509,B,B,high,False
3008973940-2026-01527,B,B,high,False
3008973940-2026-01530,F,F,medium,False
3008973940-2026-01537,B,B,high,False
3008973940-2026-01539,B,B,high,False
3008973940-2026-01542,B,B,high,False
3008973940-2026-01543,B,B,high,False
3008973940-2026-01545,B,B,high,False
3008973940-2026-01551,B,B,high,False
3008973940-2026-01556,F,F,high,False
3008973940-2026-01572,"F,G",F,high,False
3008973940-2026-01575,B,B,high,False
3008973940-2026-01578,F,F,high,False
3008973940-2026-01579,B,B,high,False
3008973940-2026-01581,B,B,high,False
3008973940-2026-01584,B,B,high,False
3008973940-2026-01587,F,F,high,False
3008973940-2026-01588,B,B,high,False
3008973940-2026-01590,G,G,high,False
3008973940-2026-01591,B,B,high,False
3008973940-2026-01594,E,E,high,False
3008973940-2026-01607,"F,G",F,high,False
3008973940-2026-01608,B,B,high,False
3008973940-2026-01609,B,B,high,False
3008973940-2026-01610,B,B,high,False
3008973940-2026-01611,B,B,high,False
3008973940-2026-01612,B,B,high,False
